,Sales-,Sales Growth %,Expenses-,Material Cost %,Manufacturing Cost %,Employee Cost %,Other Cost %,Operating Profit,OPM %,Other Income,Interest,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs,Dividend Payout %,Share Capital-,Equity Capital,Reserves,Borrowings,Other Liabilities-,Trade Payables,Advance from Customers,Other liability items,Total Liabilities,Fixed Assets-,Gross Block,Accumulated Depreciation,CWIP,Investments,Other Assets-,Inventories,Trade receivables,Cash Equivalents,Loans n Advances,Other asset items,Total Assets,company_id,Non controlling int,Preference Capital,Other Liabilities+
Mar 2009,1091,35.42%,968,80%,5%,1%,2%,123,11%,11,36,28,70,12%,62,22.20,11%,27,26.94,419,355,,,,,890,411,500,89,202,10,267,145,31,44,47,-0,890,532734,,0.00,89
Mar 2010,822,-24.69%,691,71%,9%,2%,2%,131,16%,4,34,34,67,16%,57,20.39,12%,27,26.94,471,518,,,,,1128,634,757,122,194,12,288,173,37,20,60,-2,1128,532734,,0.00,112
Mar 2011,1118,36.00%,883,57%,15%,3%,3%,235,21%,13,73,55,119,17%,86,27.04,9%,32,31.76,573,765,,,,,1693,971,1172,202,94,22,606,287,67,130,123,-2,1693,532734,,0.00,323
Mar 2012,2059,84.23%,1763,66%,15%,3%,2%,296,14%,11,130,68,110,20%,84,26.54,9%,32,31.76,646,961,,,,,2015,1051,1319,268,285,18,662,346,96,99,117,4,2015,532734,,0.00,376
Mar 2013,2355,14.38%,2024,65%,16%,3%,3%,331,14%,15,121,71,154,-3%,149,45.43,6%,33,32.76,745,1684,,,,,3116,1070,1401,331,1190,18,839,348,107,80,288,17,3116,532734,,0.00,655
Mar 2014,2113,-10.27%,1766,58%,17%,4%,5%,347,16%,16,165,105,92,24%,58,17.66,14%,33,32.76,831,2084,,,,,3514,2328,2761,433,137,51,998,402,102,35,411,48,3514,532734,,0.00,566
Mar 2015,2384,12.83%,2026,62%,16%,4%,3%,358,15%,60,224,118,77,8%,66,20.21,5%,33,32.76,892,2038,,,,,3748,2403,2958,555,187,67,1091,419,156,105,445,-34,3748,532734,,0.00,786
Mar 2016,1976,-17.11%,1759,69%,13%,5%,3%,217,11%,14,252,126,-147,32%,-89,-27.07,0%,32,31.63,763,2007,,,,,3415,2289,2407,118,238,114,774,410,98,98,384,-216,3415,532734,,0.00,613
Mar 2017,1799,-8.97%,1508,63%,14%,4%,3%,291,16%,16,259,120,-73,-1%,-75,-21.15,0%,34,34.11,663,2214,,,,,3253,2326,2563,236,136,108,683,304,114,51,436,-222,3253,532734,,0.00,342
Mar 2018,2506,39.31%,1909,56%,13%,4%,3%,597,24%,6,263,132,208,-3%,208,58.93,0%,34,34.11,889,2124,,,,,3452,2264,2632,367,171,131,885,432,156,52,475,-230,3452,532734,,0.00,405
Mar 2019,3294,31.44%,2505,56%,14%,4%,3%,790,24%,9,253,133,414,37%,252,71.55,0%,64,34.11,1135,1856,,,,,3511,2249,2744,495,130,132,1000,616,149,39,429,-234,3511,532734,,29.79,486
Mar 2020,3270,-0.73%,2647,55%,15%,4%,6%,623,19%,-1,212,137,273,35%,167,47.33,0%,34,34.11,1291,1697,,,,,3482,2269,2899,630,137,123,951,557,177,29,399,-211,3482,532734,,0.00,459
TTM,3302,,2628,,,,,674,20%,-4,191,140,337,,214,60.62,,,,,,,,,,,,,,,,,,,,,,,532734,,,
Dec 2008,1288,8.10%,1163,45.10%,10.69%,19.68%,14.78%,126,10%,30,92,112,-48,-71%,-88,-0.56,-5%,31,31,668,1031,243,148,0,78,1974,1122,1892,770,42,45,764,208,202,82,313,-40,1974,500135,17,,
Mar 2010,1679,30.29%,1394,43.95%,10.51%,18.81%,9.80%,284,17%,80,128,133,103,37%,60,0.38,10%,31,31,730,840,209,145,0,56,1810,973,1847,874,58,48,731,164,202,94,307,-37,1810,500135,8,,
Mar 2011,1408,-16.11%,1161,47.60%,11.72%,15.23%,7.87%,248,18%,26,85,107,82,42%,47,0.30,20%,31,31,787,811,263,96,0,160,1891,993,1975,981,28,50,820,211,218,64,329,-3,1891,500135,7,,
Mar 2012,1584,12.46%,1327,48.11%,11.58%,15.19%,8.90%,257,16%,18,84,117,74,30%,51,0.33,20%,31,31,852,935,283,84,0,191,2102,1123,2352,1229,39,45,895,198,250,91,342,14,2102,500135,8,,
Mar 2013,1831,15.60%,1517,48.47%,12.48%,15.59%,6.35%,313,17%,30,91,126,126,35%,81,2.58,15%,31,31,913,962,265,98,0,161,2172,1132,2510,1378,48,46,945,207,300,94,334,11,2172,500135,6,,
Mar 2014,2125,16.07%,1776,48.93%,11.69%,15.82%,7.15%,349,16%,27,81,126,169,34%,108,3.43,18%,31,31,674,1024,362,152,0,203,2093,898,2438,1540,36,45,1114,225,368,142,348,31,2093,500135,8,,
Mar 2015,2321,9.24%,1930,48.96%,11.55%,15.64%,7.02%,391,17%,26,79,132,206,30%,141,4.48,18%,31,31,752,962,365,144,0,213,2110,887,2553,1665,89,46,1088,232,376,116,325,39,2110,500135,8,,
Mar 2016,2128,-8.33%,1727,43.41%,12.40%,17.60%,7.75%,401,19%,34,61,123,251,31%,170,5.41,20%,31,31,933,709,334,106,2,218,2008,924,1047,123,57,30,996,199,331,84,331,51,2008,500135,8,,
Mar 2017,2302,8.22%,1880,43.78%,13.08%,17.61%,7.21%,422,18%,52,58,141,274,29%,190,6.06,20%,31,31,1008,798,412,125,1,280,2250,1179,1578,398,19,15,1036,246,377,103,259,52,2250,500135,6,,
Mar 2018,2424,5.28%,1961,42.77%,12.72%,17.90%,7.53%,463,19%,23,55,167,263,34%,172,5.46,22%,31,31,1219,734,452,166,3,278,2437,1184,1783,599,42,13,1198,286,459,173,231,48,2437,500135,4,,
Mar 2019,2707,11.68%,2209,43.03%,12.78%,18.50%,7.29%,498,18%,38,61,186,289,32%,193,6.11,20%,63,63,1325,632,492,187,4,296,2513,1307,2064,756,41,17,1147,323,493,134,157,39,2513,500135,5,,
Mar 2020,2760,1.96%,2214,41.91%,11.81%,19.25%,7.25%,546,20%,15,56,230,275,23%,207,6.57,50%,63,63,1470,646,618,227,3,379,2796,1364,2368,1004,39,16,1376,367,490,371,133,15,2796,500135,9,,
TTM,2912,,2303,,,,,608,21%,-2,52,231,323,,220,6.98,,,,,,,,,,,,,,,,,,,,,,,500135,,,
Sep 2020,,,,,,,,,,,,,,,,,,63,63,1548,499,615,356,,253,2725,1308,,,38,29,1349,402,528,253,16,150,2725,500135,6,,
Mar 2015,50.76,,49.85,94%,1%,0%,3%,0.91,1.79%,0.17,0.22,0.17,0.69,26.09%,0.51,0.71,70.39%,7.18,7.18,14.91,1.70,32.56,31.68,,0.88,56.35,1.90,3.97,2.07,0.00,0.00,54.45,1.94,50.15,0.40,0.47,1.49,56.35,538890,0.00,,
Mar 2016,39.13,-23%,36.54,86%,2%,3%,3%,2.59,6.62%,0.03,0.95,1.02,0.65,33.85%,0.36,0.50,0.00%,7.18,7.18,15.50,6.68,35.58,34.59,,0.60,64.94,6.09,12.20,6.11,0.00,0.07,58.78,2.78,53.71,0.46,0.16,1.67,64.94,538890,0.39,,
Mar 2017,28.91,-26%,28.66,88%,4%,4%,3%,0.25,0.86%,2.88,0.88,0.97,1.28,28.91%,0.83,1.16,0.00%,7.18,7.18,16.32,5.09,22.92,21.84,,0.62,51.51,5.63,12.71,7.08,0.00,0.07,45.81,4.50,39.27,0.27,0.15,1.62,51.51,538890,0.46,,
Mar 2018,22.01,-24%,20.60,78%,3%,8%,4%,1.41,6.41%,0.76,0.75,0.84,0.58,32.76%,0.38,0.53,0.00%,7.18,7.18,16.71,5.35,2.27,1.25,,0.54,31.51,4.75,10.96,6.21,0.00,0.07,26.69,3.60,14.11,0.11,8.02,0.85,31.51,538890,0.48,,
Mar 2019,27.26,24%,26.73,83%,3%,7%,5%,0.53,1.94%,1.47,0.47,0.72,0.81,38.27%,0.49,0.68,0.00%,7.18,7.18,17.20,3.69,2.27,1.10,,0.68,30.34,4.58,11.21,6.63,0.00,0.09,25.67,6.48,14.93,0.11,3.56,0.59,30.34,538890,0.49,,
Mar 2020,52.88,94%,49.11,70%,2%,6%,14%,3.77,7.13%,1.26,0.47,0.95,3.61,37.67%,2.17,3.02,0.00%,7.18,7.18,20.42,7.62,7.54,4.71,,1.30,42.76,8.41,15.99,7.58,0.00,2.71,31.64,6.94,19.12,-0.34,5.30,0.62,42.76,538890,1.53,,
TTM,57.35,,51.65,,,,,5.70,9.94%,2.03,0.59,1.30,5.84,,4.58,6.38,,,,,,,,,,,,,,,,,,,,,,,538890,,,
Sep 2020,,,,,,,,,,,,,,,,,,7.18,7.18,21.86,3.72,6.94,2.33,,3.09,39.70,7.88,,,0.00,2.74,29.08,5.70,8.05,2.66,12.43,0.24,39.70,538890,1.52,,
Mar 2011,0.00,,0.00,,,,,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,NSE - SM : ABINFRA,,,
Mar 2012,55.42,,50.10,66%,16%,4%,5%,5.32,9.60%,0.24,2.48,1.26,1.82,32.97%,1.21,4.84,0.00%,2.50,2.50,1.21,16.69,17.51,16.31,0.00,1.20,37.91,8.58,9.83,1.25,0.00,0.00,29.33,13.86,6.68,3.02,1.86,3.91,37.91,NSE - SM : ABINFRA,,,
Mar 2013,85.86,54.93%,78.07,71%,13%,3%,4%,7.79,9.07%,0.42,3.86,1.25,3.10,32.26%,2.09,8.36,0.00%,2.50,2.50,3.30,23.76,18.91,16.32,0.00,2.59,48.47,7.96,10.43,2.47,0.00,0.00,40.51,16.33,9.09,6.66,2.28,6.15,48.47,NSE - SM : ABINFRA,,,
Mar 2014,82.22,-4.24%,74.99,70%,13%,4%,5%,7.23,8.79%,0.61,5.15,1.17,1.52,37.50%,0.96,3.84,0.00%,2.50,2.50,4.26,38.67,25.19,22.79,0.00,2.40,70.62,7.15,10.79,3.64,0.00,0.10,63.37,25.03,19.32,8.76,3.29,6.97,70.62,NSE - SM : ABINFRA,,,
Mar 2015,85.37,3.83%,76.55,73%,8%,4%,4%,8.82,10.33%,0.64,6.43,1.84,1.19,34.45%,0.78,3.12,0.00%,2.50,2.50,5.05,40.51,24.61,22.66,0.00,1.95,72.67,5.60,12.18,6.58,0.00,0.18,66.89,24.04,23.93,7.44,2.42,9.06,72.67,NSE - SM : ABINFRA,,,
Mar 2016,71.25,-16.54%,64.05,72%,9%,4%,5%,7.20,10.11%,0.63,5.95,1.39,0.49,34.69%,0.33,1.32,0.00%,2.50,2.50,5.37,33.65,21.43,20.55,0.00,0.88,62.95,4.41,11.21,6.80,0.00,0.18,58.36,22.00,17.71,5.63,3.04,9.98,62.95,NSE - SM : ABINFRA,,,
Mar 2017,69.92,-1.87%,63.61,69%,13%,4%,6%,6.31,9.02%,0.45,5.02,1.31,0.43,65.12%,0.16,0.64,0.00%,2.50,2.50,5.53,35.38,31.96,30.44,0.00,1.52,75.37,3.85,11.48,7.63,0.00,0.18,71.34,30.61,23.04,5.80,3.05,8.84,75.37,NSE - SM : ABINFRA,,,
Mar 2018,59.38,-15.07%,50.65,61%,13%,3%,9%,8.73,14.70%,0.56,3.44,1.13,4.72,36.02%,3.02,12.08,0.00%,2.50,2.50,8.68,26.74,44.40,30.55,0.01,13.84,82.32,4.12,8.77,4.65,0.00,0.18,78.02,39.15,19.50,5.69,5.46,8.22,82.32,NSE - SM : ABINFRA,,,
Mar 2019,54.89,-7.56%,46.98,72%,5%,3%,5%,7.91,14.41%,0.91,3.69,0.93,4.20,33.81%,2.77,3.36,0.00%,8.24,8.24,6.27,25.09,41.81,24.43,3.40,13.98,81.41,1.98,5.96,3.97,0.00,0.18,79.25,46.69,15.77,4.24,3.70,8.85,81.41,NSE - SM : ABINFRA,,,
Mar 2020,63.62,15.90%,56.19,79%,4%,3%,3%,7.43,11.68%,-0.36,3.16,0.34,3.57,27.17%,2.60,2.05,0.00%,12.67,12.67,16.41,23.04,59.70,41.14,5.03,13.53,111.82,0.99,5.03,4.04,0.00,0.18,110.65,45.92,38.33,3.11,14.11,9.18,111.82,NSE - SM : ABINFRA,,,
Mar 2017,33.58,,26.97,11.35%,33.00%,31.92%,4.05%,6.61,19.68%,0.22,1.30,3.87,1.66,34.34%,1.09,1.47,0.00%,4.95,4.95,12.03,14.52,2.32,1.24,0.03,1.05,33.82,19.21,36,16,0.00,0.00,14.61,,8.85,3.04,1.55,1.17,33.82,NSE - SM : AAKASH,,,
Mar 2018,40.96,21.98%,33.29,11.62%,34.52%,31.88%,3.25%,7.67,18.73%,0.27,1.37,3.32,3.25,28.31%,2.34,3.16,0.00%,4.95,4.95,14.36,20.41,4.86,1.57,0.00,3.29,44.58,17.92,38,20,0.00,0.00,26.66,,18.77,0.93,4.74,2.22,44.58,NSE - SM : AAKASH,,,
Mar 2019,51.67,26.15%,43.89,13.68%,30.69%,36.58%,3.99%,7.78,15.06%,2.21,1.23,3.93,4.83,31.26%,3.31,3.28,0.00%,6.75,6.75,25.95,27.03,3.35,1.51,0.00,1.84,63.08,38.81,63,24,0.00,0.00,24.27,,18.46,0.61,2.28,2.92,63.08,NSE - SM : AAKASH,,,
Mar 2020,67.48,30.60%,52.03,10.82%,29.99%,31.31%,4.98%,15.45,22.90%,0.23,2.66,6.25,6.77,28.21%,4.86,4.80,0.00%,10.13,10.13,27.44,23.67,6.97,2.61,0.00,4.36,68.21,44.44,74,30,0.00,0.00,23.77,,17.33,0.50,2.95,2.99,68.21,NSE - SM : AAKASH,,,
Sep 2020,,,,,,,,,,,,,,,,,,10.13,10.13,29.01,16.44,10.75,2.10,,8.65,66.33,42.69,,,0.00,0.52,23.12,,13.56,3.85,3.51,2.20,66.33,NSE - SM : AAKASH,,,
Mar 2010,295,,268,62%,11%,12%,6%,27,9%,1,3,9,16,32%,11,8.84,28%,12,11.96,98,54,89,47,5,36,253,154,200,47,25,0,74,27,31,2,14,-1,253,532768,,,
Mar 2011,427,44.81%,390,61%,11%,11%,9%,38,9%,0,10,13,15,28%,11,9.25,27%,12,11.96,113,81,151,58,7,87,357,231,290,60,13,0,113,42,45,5,12,9,357,532768,,,
Mar 2012,535,25.19%,467,60%,11%,12%,5%,68,13%,0,21,17,30,30%,21,17.67,17%,12,11.96,132,163,112,65,4,44,418,282,358,76,1,0,136,46,67,5,11,6,418,532768,,,
Mar 2013,605,13.22%,535,61%,11%,12%,5%,70,12%,0,13,18,39,30%,28,23.17,17%,12,11.96,156,134,131,75,7,48,433,293,384,92,1,0,139,49,69,2,12,7,433,532768,,,
Mar 2014,719,18.77%,631,61%,10%,12%,4%,88,12%,1,14,22,53,29%,37,31.16,19%,12,11.96,185,119,139,78,7,55,455,313,425,112,0,0,142,42,77,2,16,5,455,532768,,,
Mar 2015,824,14.61%,721,60%,10%,12%,5%,103,12%,1,12,31,61,30%,42,35.51,20%,12,11.96,215,117,157,88,8,61,501,334,480,146,5,0,162,51,87,3,14,6,501,532768,,,
Mar 2016,987,19.72%,859,58%,11%,13%,6%,127,13%,1,16,33,79,28%,57,47.93,17%,12,11.96,261,140,246,151,12,83,659,416,594,178,12,0,231,66,119,5,26,16,659,532768,,,
Mar 2017,1015,2.85%,897,58%,11%,14%,5%,118,12%,-9,23,39,46,28%,33,25.11,32%,13,13.16,397,225,234,150,10,74,870,479,695,215,6,86,298,102,119,23,23,30,870,532768,,,
Mar 2018,1240,22.18%,1101,60%,10%,14%,5%,139,11%,10,23,44,82,36%,53,39.94,23%,13,13.16,436,159,327,220,6,102,935,554,804,250,7,19,355,140,144,2,44,25,935,532768,,,
Mar 2019,1449,16.88%,1292,62%,9%,14%,4%,157,11%,1,22,49,87,35%,56,42.29,28%,13,13.16,464,171,314,188,24,102,963,564,861,297,11,25,362,147,147,4,43,20,963,532768,,,
Mar 2020,1379,-4.80%,1223,61%,9%,14%,4%,157,11%,1,18,53,87,9%,75,56.66,23%,13,13.16,512,127,269,167,21,81,920,591,940,349,0,21,308,129,77,48,36,18,920,532768,,,
TTM,1089,,976,,,,,113,10%,-2,14,55,42,,46,34.66,,,,,,,,,,,,,,,,,,,,,,,532768,,,
Sep 2020,,,,,,,,,,,,,,,,,,13,13.16,507,61,378,221,,157,959,570,,,1,19,368,99,99,117,14,40,959,532768,,,
Mar 2009,248,39.97%,228,77%,11%,1%,2%,21,8%,9,3,5,21,12%,19,0.73,0%,26,25.88,122,80,34,22,,12,261,121,179,58,6,4,130,27,57,19,26,0,261,526829,0,,
Mar 2010,550,121.55%,491,77%,10%,1%,2%,59,11%,4,10,14,39,24%,29,1.12,0%,26,25.88,143,122,51,37,,8,342,165,237,71,17,11,148,46,69,9,24,0,342,526829,7,,
Mar 2011,1153,109.73%,1032,79%,8%,1%,2%,121,10%,1,13,19,89,25%,63,2.43,0%,26,25.88,205,114,108,47,,48,454,233,324,90,27,7,186,60,87,12,21,6,454,526829,14,,
Mar 2012,639,-44.58%,589,84%,3%,2%,4%,50,8%,2,17,23,12,27%,7,0.28,0%,26,25.88,210,97,94,33,,45,428,222,335,113,30,7,168,59,63,14,19,14,428,526829,16,,
Mar 2013,316,-50.51%,275,69%,7%,3%,8%,41,13%,2,15,25,4,37%,2,0.08,0%,26,25.88,212,85,90,37,,36,413,229,362,133,8,7,169,57,67,12,14,19,413,526829,17,,
Mar 2014,269,-15.07%,231,68%,7%,4%,7%,37,14%,2,13,22,3,36%,2,0.08,0%,26,25.88,215,68,98,40,,41,407,226,381,155,7,8,166,60,64,12,13,17,407,526829,18,,
Mar 2015,306,14.12%,282,72%,7%,4%,9%,24,8%,-6,12,29,-22,-3%,-23,-0.89,0%,26,25.88,187,62,97,36,,44,372,183,349,166,15,8,166,58,62,16,14,16,372,526829,17,,
Mar 2016,355,15.73%,320,71%,9%,4%,6%,35,10%,1,11,23,2,44%,1,0.04,0%,26,25.88,188,58,91,30,,44,363,180,355,175,15,8,160,55,55,14,17,19,363,526829,17,,
Mar 2017,497,40.09%,456,72%,9%,4%,7%,41,8%,2,12,24,7,30%,5,0.19,0%,26,25.88,156,112,113,29,,68,407,199,398,199,29,10,170,54,61,10,22,23,407,526829,17,,
Mar 2018,607,22.11%,536,73%,7%,4%,5%,71,12%,3,12,24,38,29%,27,1.04,5%,26,25.88,227,82,141,29,,94,476,243,467,224,23,13,197,61,62,18,23,32,476,526829,19,,
Mar 2019,1005,65.56%,878,74%,5%,3%,5%,126,13%,5,11,30,90,29%,67,2.44,4%,27,27.38,365,77,151,22,,109,620,356,609,254,20,29,215,77,58,22,30,29,620,526829,21,,
Mar 2020,1078,7.29%,951,76%,3%,4%,5%,127,12%,4,12,51,68,25%,52,1.91,0%,27,27.38,419,73,186,24,,140,705,369,674,305,39,16,281,74,76,21,56,54,705,526829,21,,
TTM,787,,697,,,,,90,11%,4,10,52,32,,26,0.94,,,,,,,,,,,,,,,,,,,,,,,526829,,,
Sep 2020,,,,,,,,,,,,,,,,,,27,27.38,430,57,182,12,,148,697,354,,,39,16,287,71,79,21,48,68,697,526829,21,,
Mar 2011,94,,92,,95%,1%,2%,2,2%,6,1,1,6,36%,4,91.54,0%,0,0.45,16,7,13,10.93,0.00,2.15,36,2,5.43,3.02,0,0,33,,30,2,0,1,36,541206,,,
Mar 2012,101,7.59%,98,,94%,1%,2%,3,3%,1,1,2,1,32%,1,4.32,0%,2,1.55,18,14,8,7.53,0.00,0.92,42,8,11.56,3.72,0,0,34,,32,1,0,1,42,541206,,,
Mar 2013,135,33.64%,130,,93%,1%,2%,6,4%,0,2,4,0,33%,0,1.29,0%,2,1.55,18,17,12,11.10,0.00,0.41,48,9,16.07,7.34,0,0,39,,37,1,0,1,48,541206,,,
Mar 2015,206,,201,,94%,1%,2%,6,3%,1,2,3,1,31%,1,5.34,0%,2,1.72,21,19,20,18.80,0.00,1.03,61,7,6.63,0.00,0,0,54,,51,2,1,2,61,541206,,,
Mar 2016,220,6.80%,214,,93%,1%,3%,7,3%,1,2,2,3,38%,2,10.56,0%,2,1.72,22,24,20,18.65,0.00,1.06,68,10,10.32,0.00,0,0,57,,50,3,3,2,68,541206,,,
Mar 2017,213,-3.44%,202,,92%,1%,1%,11,5%,1,3,3,6,33%,4,22.79,0%,2,1.72,27,28,20,17.06,0.00,2.57,76,13,25.92,12.49,1,0,62,,53,2,4,3,76,541206,,,
Mar 2018,384,80.59%,369,,94%,1%,1%,15,4%,2,3,5,10,34%,6,4.11,0%,16,15.52,19,33,39,32.57,0.01,6.05,107,15,29.39,14.51,1,0,91,,82,2,4,3,107,541206,,,
Mar 2019,488,27.04%,467,,94%,1%,1%,21,4%,2,3,5,15,29%,11,5.05,10%,21,21.08,40,28,27,21.75,0.00,5.09,116,16,16.06,0.00,0,0,100,,90,2,5,2,116,541206,,,
Mar 2020,389,-20.34%,370,,93%,1%,1%,19,5%,1,3,5,12,25%,9,4.41,11%,21,21.08,48,28,16,12.24,0.00,3.76,113,14,13.54,0.00,0,0,99,,89,2,6,2,113,541206,,,
Mar 2016,5.03,,4.25,27.24%,1.39%,38.57%,17.30%,0.78,15.51%,0.09,0.03,0.26,0.58,31.03%,0.41,82.00,9.76%,0.50,0.50,3.93,0.06,1.11,1.00,,0.11,5.60,2.30,2.30,0.00,0.00,0.00,3.30,0.26,1.61,1.02,0.26,0.15,5.60,542668,,,
Mar 2017,10.60,110.74%,6.93,23.02%,2.17%,28.68%,11.51%,3.67,34.62%,0.11,0.03,0.31,3.44,31.40%,2.37,474.00,4.22%,0.50,0.50,6.17,0.48,2.34,1.21,,1.13,9.49,2.59,2.59,0.00,0.00,0.00,6.90,0.43,1.52,3.42,1.43,0.10,9.49,542668,,,
Mar 2018,5.61,-47.08%,4.77,29.23%,13.90%,31.55%,10.34%,0.84,14.97%,0.23,0.03,0.37,0.67,28.36%,0.47,94.00,10.64%,0.50,0.50,6.48,0.00,1.32,1.04,,0.28,8.30,2.29,4.60,2.31,0.00,0.00,6.01,0.50,0.88,4.03,0.46,0.14,8.30,542668,,,
Mar 2019,6.65,18.54%,5.01,20.45%,13.98%,28.27%,12.63%,1.64,24.66%,0.40,0.04,0.27,1.73,29.48%,1.21,12.10,18.18%,1.00,1.00,7.19,0.00,1.19,0.49,,0.70,9.38,2.07,4.65,2.58,0.00,0.98,6.33,0.56,1.03,3.74,0.92,0.08,9.38,542668,,,
Mar 2020,7.28,9.47%,5.71,12.64%,7.55%,33.65%,24.59%,1.57,21.57%,0.32,0.06,0.33,1.50,31.33%,1.03,7.51,39.90%,1.37,1.37,9.26,0.16,1.40,0.58,,0.82,12.19,2.04,4.95,2.91,0.00,2.73,7.42,0.95,1.20,3.19,2.00,0.08,12.19,542668,,,
Mar 2016,83,,79,89%,1%,2%,3%,4,5%,0,1,0,3,34%,2,8.91,1%,2,2.16,10,9,7,6.40,0.03,0.91,29,3,3.72,0.42,0,0,25,8.42,12.64,0.08,4.13,-0.09,29,NSE - SM : HPIL,,,
Mar 2017,86,3.16%,81,88%,1%,2%,4%,5,5%,0,1,0,3,34%,2,9.93,0%,2,2.16,12,11,9,8.27,0.02,1.12,35,3,3.95,0.58,0,0,31,9.88,16.43,0.04,5.02,-0.11,35,NSE - SM : HPIL,,,
Mar 2018,87,1.41%,83,90%,1%,2%,2%,5,5%,0,1,0,4,34%,2,10.76,0%,2,2.16,15,11,3,2.46,0.02,0.55,31,3,4.06,0.75,0,0,28,9.85,13.39,0.07,4.58,-0.08,31,NSE - SM : HPIL,,,
Mar 2019,97,10.70%,92,91%,1%,2%,2%,4,4%,1,1,0,4,29%,3,3.79,1%,8,7.54,12,15,13,7.71,0.02,5.65,48,11,11.92,0.95,0,0,37,10.48,22.11,0.43,3.70,0.15,48,NSE - SM : HPIL,,,
Mar 2020,105,8.65%,100,91%,1%,2%,2%,5,4%,2,1,0,5,29%,3,3.26,31%,10,10.42,24,6,17,10.01,0.45,6.10,57,11,12.08,1.03,1,0,44,13.66,22.04,0.28,8.42,0.04,57,NSE - SM : HPIL,,,
Mar 2009,236,17.51%,193,53%,10%,3%,16%,42,18%,1,10,8,26,24%,20,20.58,10%,10,9.56,49,76,,,,,175,56,120,64,0,0,119,72,17,15,14,-0,175,532841,,,41
Mar 2010,269,14.19%,215,51%,10%,5%,14%,54,20%,4,9,9,40,31%,27,28.65,10%,10,9.56,69,89,,,,,227,100,173,73,15,0,112,65,17,15,15,-1,227,532841,,,60
Mar 2011,274,1.94%,231,50%,16%,5%,14%,44,16%,1,13,12,20,34%,13,14.09,14%,10,9.56,79,148,,,,,319,149,232,84,22,0,148,87,18,13,24,7,319,532841,,,81
Mar 2012,353,28.49%,306,54%,9%,5%,18%,47,13%,1,20,14,14,29%,10,10.06,20%,10,9.56,91,163,,,,,348,182,280,98,2,0,164,98,28,10,19,9,348,532841,,,84
Mar 2013,391,10.97%,332,53%,15%,5%,11%,59,15%,4,19,15,29,33%,19,20.37,12%,10,9.56,109,191,,,,,403,175,288,113,3,0,224,147,34,6,14,22,403,532841,,,93
Mar 2014,365,-6.67%,344,64%,11%,5%,14%,21,6%,1,17,14,-9,30%,-6,-6.30,-8%,10,9.56,103,162,,,,,368,164,290,127,43,0,161,82,34,6,18,22,368,532841,,,94
Mar 2015,430,17.74%,392,57%,14%,6%,14%,38,9%,1,15,13,11,35%,7,7.45,20%,10,9.56,105,183,,,,,429,165,307,142,64,0,200,122,43,2,17,17,429,532841,,,132
Mar 2016,358,-16.84%,327,58%,10%,10%,13%,30,8%,1,21,29,-19,43%,-11,-11.40,0%,10,9.56,94,152,,,,,362,205,377,171,1,0,155,87,37,2,18,10,362,532841,,,106
Mar 2017,253,-29.29%,210,58%,11%,7%,7%,43,17%,2,17,23,4,31%,3,3.14,0%,10,9.56,97,113,,,,,291,183,206,23,0,0,108,44,34,2,33,-5,291,532841,,,71
Mar 2018,264,4.48%,200,50%,12%,7%,6%,64,24%,4,12,21,36,31%,24,25.54,0%,10,9.56,121,96,,,,,290,159,203,43,1,0,129,70,37,4,18,1,290,532841,,,63
Mar 2019,287,8.60%,218,49%,13%,7%,6%,69,24%,3,9,18,45,29%,32,33.36,3%,10,9.56,153,47,,,,,274,143,205,62,2,0,129,70,32,2,18,7,274,532841,,,64
Mar 2020,286,-0.16%,237,52%,15%,8%,8%,49,17%,2,8,14,28,6%,27,27.79,9%,10,9.56,175,59,,,,,308,131,207,76,2,31,144,76,38,3,16,10,308,532841,,,64
TTM,370,,297,,,,,73,20%,5,7,14,57,,44,45.70,,,,,,,,,,,,,,,,,,,,,,,532841,,,
Sep 2020,,,,,,,,,,,,,,,,,,10,9.56,211,1,,,,,340,125,,,4,61,150,71,45,3,3,29,340,532841,,,118
Dec 2008,353,10.40%,299,55%,10%,6%,14%,54,15%,5,3,9,48,36%,31,15.10,13%,20,20.30,165,0,76,54,0,22,261,78,135,57,10,0,172,48,101,9,16,-2,261,520113,,,
Dec 2009,362,2.53%,297,55%,10%,6%,11%,64,18%,5,1,13,56,33%,37,18.42,20%,20,20.30,193,0,82,56,0,26,296,82,161,79,21,0,193,29,98,55,13,-3,296,520113,,,
Dec 2010,440,21.75%,358,55%,9%,6%,11%,82,19%,6,1,13,75,35%,49,24.07,17%,20,20.30,233,0,232,59,0,173,485,92,181,90,20,0,374,38,116,56,166,-2,485,520113,,,
Dec 2011,543,23.42%,446,56%,9%,6%,11%,97,18%,1,1,15,83,33%,55,27.21,16%,20,20.30,278,0,124,82,0,42,422,109,207,99,30,0,283,48,149,54,22,10,422,520113,,,
Dec 2012,564,3.79%,466,56%,9%,6%,11%,98,17%,2,1,16,83,33%,56,27.47,16%,20,20.30,323,0,117,76,0,41,460,117,229,111,22,0,321,51,166,72,17,14,460,520113,,,
